205	0.581897
215	0.579333
225	0.576828
235	0.574389
245	0.572021
255	0.569725
265	0.567505
275	0.565376
285	0.563433
295	0.562177
305	0.563935
315	0.578065
325	0.637088
335	0.83805
345	1.4273
355	2.92914
365	6.25465
375	12.6261
385	23.1116
395	37.7487
405	54.6748
415	70.0482
425	79.3017
435	79.3007
445	70.0453
455	54.6699
465	37.7419
475	23.1028
485	12.6153
495	6.24181
505	2.91415
515	1.40998
525	0.818069
535	0.613915
545	0.550853
555	0.531403
565	0.522478
575	0.514031
585	0.502962
595	0.487992
605	0.468342
615	0.443541
625	0.413482
635	0.378507
645	0.339443
655	0.29756
665	0.254458
675	0.211879
685	0.171504
695	0.134753
705	0.102641
715	0.0757067
725	0.0540201
735	0.0372575
745	0.0248193
755	0.015959
765	0.00989972
775	0.00592152
785	0.00341393
795	0.00189641
805	0.00101468
815	0.000522786
825	0.000259308
835	0.000123798
845	5.68773e-05
855	2.51432e-05
865	1.0693e-05
875	4.37439e-06
885	1.7212e-06
895	6.51325e-07
905	2.37017e-07
915	8.29364e-08
925	2.79039e-08
935	9.02634e-09
945	2.80714e-09
955	8.39266e-10
965	2.41214e-10
975	6.66427e-11
985	1.76986e-11
995	4.51798e-12
1005	1.10856e-12
1015	2.61439e-13
1025	5.92613e-14
1035	1.29107e-14
1045	2.70333e-15
1055	5.44014e-16
1065	1.05215e-16
1075	1.95566e-17
1085	3.49345e-18
1095	5.99724e-19
1105	9.89424e-20
1115	1.5687e-20
1125	2.39014e-21
1135	3.49965e-22
1145	4.92426e-23
1155	6.65841e-24
1165	8.65182e-25
1175	1.08031e-25
1185	1.29627e-26
1195	1.49465e-27
1205	1.65607e-28
1215	1.76324e-29
1225	1.804e-30
1235	1.77358e-31
1245	1.67553e-32
1255	1.52102e-33
1265	1.32679e-34
1275	1.11212e-35
1285	8.95727e-37
1295	6.9323e-38
1305	5.1553e-39
1315	3.68387e-40
1325	2.52944e-41
1335	1.66884e-42
1345	1.05797e-43
1355	6.44465e-45
1365	3.77216e-46
1375	2.12151e-47
1385	1.14647e-48
1395	5.95308e-50
1405	2.97016e-51
1415	1.4239e-52
1425	6.55895e-54
1435	2.903e-55
1445	1.23457e-56
1455	5.04474e-58
1465	1.98068e-59
1475	7.47214e-61
1485	2.70848e-62
1495	9.43319e-64
1505	3.15676e-65
1515	1.01502e-66
1525	3.13584e-68
1535	9.30855e-70
1545	2.65496e-71
1555	7.27577e-73
1565	1.91578e-74
1575	4.84684e-76
1585	1.17819e-77
1595	2.75179e-79
